id,name,host_id,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,y
5961,Private room/heart of Tokyo/Ikebukuro 5mins/501,137039498,Toshima Ku,35.7321,139.7079,Hotel room,1,6,2020-03-24,0.63,89,4426
5962,[HK301] NEW OPEN★Shinjuku JR Okubo sta. 2 mins,274026012,Shinjuku Ku,35.70369,139.69651000000002,Entire home/apt,1,1,2020-01-24,0.31,0,8713
5963,!!Summer SALE!!♪Ikebukuro Brilliant IK1-103,120507923,Toshima Ku,35.73867,139.71387,Entire home/apt,1,58,2020-03-25,2.81,0,20066
5964,ﾃﾚﾜｰｸも可能なﾈｯﾄ環境の1軒家. 106㎡ で長期滞在可能【消毒済み】,56566876,Edogawa Ku,35.74595,139.88427,Entire home/apt,2,46,2020-02-19,2.83,207,34947
5965,"Port House Shibuya
(Twin room1)",267743729,Shibuya Ku,35.67788,139.67722,Private room,1,37,2020-03-10,1.93,71,16137
5966,IMPREST STAY#4B-8min from Haneda airport 70m2-3LDK,269684336,Ota Ku,35.55463,139.73033999999998,Entire home/apt,2,2,2020-04-21,2.0,68,20004
5967,KT512 Free wifi/MAX4ppl/10min train to Shinjuku,212159350,Shinjuku Ku,35.69812,139.69405,Entire home/apt,1,27,2020-04-02,1.85,0,49654
5968,日本伝統的な畳部屋,320829571,Katsushika Ku,35.74447,139.88212,Private room,1,1,2019-11-30,0.2,0,15944
5969,直达-池袋-2分钟  车站徒步6分钟 4 bedrooms,33960674,Itabashi Ku,35.73738,139.70291,Entire home/apt,1,15,2020-02-25,1.09,180,29949
5970,CenterOfGinza!3min walksta/DirectHND&NRT Free wifi,4799233,Chuo Ku,35.67136,139.77103,Entire home/apt,1,47,2020-03-25,3.04,181,16066
5971,Oak Hostel Cabin  Capsule Room for Male,321813721,Chuo Ku,35.67896,139.7867,Shared room,1,18,2020-01-20,0.92,0,2989
5972,2 min to higashi shinjuku station (JOS),52047464,Shinjuku Ku,35.69983,139.70756,Entire home/apt,1,2,2020-04-07,1.87,156,22426
5973,"｢SKYTREE INN401｣近晴空塔,浅草;步行地铁5分钟;大型超市购物便利,免费Wi-Fi",161702799,Sumida Ku,35.72023,139.81743,Entire home/apt,1,3,2020-02-26,0.88,78,11197
5974,OPEN PRICE❗️IKEBUKURO Area  TATAMI HOUSE with  LOFT,245703635,Itabashi Ku,35.74638,139.70285,Entire home/apt,2,13,2020-03-09,2.47,89,7973
5975,Friendly modern apartment 1min to metro Sta.#303,174504697,Shinjuku Ku,35.69859,139.70741999999998,Entire home/apt,1,60,2020-03-15,2.31,174,9873
5976,"ALL Red !
SHIMOKITA 1min KIMONO ROOM (ODANGO)",214762772,Setagaya Ku,35.66196,139.6689,Entire home/apt,2,46,2020-03-21,2.59,146,9998
5977,"Quiet residential Ikebukuro area,5 min on foot Sta",247956261,Toshima Ku,35.73361,139.68153,Entire home/apt,2,8,2020-04-24,3.48,322,4555
5978,Calm apt near Shinjuku. 5 min walk to station#1,21989389,Nakano Ku,35.6905,139.67577,Entire home/apt,1,70,2020-04-06,2.23,82,15982
5979,U:Free Wifi/Nishi-Shinjuku/Trad-Jpn house 5min sta,20428996,Shinjuku Ku,35.69015,139.68723,Private room,2,54,2019-08-14,1.01,63,16307
5980,Cozy Dorm! 5-bed dormitory in bunkyo blanc,240963373,Bunkyo Ku,35.72346,139.75638,Shared room,1,2,2019-10-15,0.3,90,2998
5981,10min->station/16ppl Mixed Dorm/NoSmoke/2Beds,309408343,Koto Ku,35.68055,139.7916,Shared room,1,0,,,17,4632
5982,"Great place★MAX11~13people,Large living,Duplex",205906665,Taito Ku,35.71703,139.79289,Entire home/apt,2,4,2020-03-16,0.93,0,19985
5983,Shinjuku Kabukicho2 / Shinjuku 3min walk,43979015,Shinjuku Ku,35.69706,139.70488999999998,Entire home/apt,1,1,2019-10-09,0.15,357,12320
5984,[Olympic!]Kokuritsu Kyogijyo 6mins/Newly built!301,115473355,Shinjuku Ku,35.68315,139.7157,Entire home/apt,1,0,,,90,18017
5985,Completely Private Room! In The Heart Of Tokyo!,63292658,Shinjuku Ku,35.69406,139.73425,Private room,2,31,2020-01-01,1.0,91,7391
5986,IKEBUKURO･UENO! AKABANE STN 5MIN! 7PPL! 1LDK 46㎡!,85942809,Kita Ku,35.77488,139.72234,Entire home/apt,1,55,2020-03-21,2.84,178,20078
5987,15mins to Shinjuku/Ikebukuro/Ginza/Tokyo!MAX 13ppl,261336555,Shinjuku Ku,35.693670000000004,139.73462,Entire home/apt,1,1,2020-03-02,0.52,281,25328
5988,Shinjuku area/20㎡/free wifi/3 stations #11,339101354,Shinjuku Ku,35.69528,139.71622,Entire home/apt,2,99,2020-04-06,2.37,161,6738
5989,*D*Home WIFI & Compact & Tranquil Apt with LOFT!,143501054,Suginami Ku,35.67238,139.65909,Entire home/apt,1,7,2020-03-29,0.58,344,6523
5990,5mins from JR Kinshicho! Near Asakusa&Skytree!,230128516,Sumida Ku,35.70139,139.81362,Entire home/apt,2,95,2020-04-01,2.47,6,5875
5991,Real Japanese life in Asakusa(don't miss it!!),292096229,Taito Ku,35.714929999999995,139.79998,Private room,1,20,2020-03-12,2.87,177,47937
5992,"Wide, lively room in Haneda airport",228133407,Ota Ku,35.55812,139.72403,Entire home/apt,1,12,2018-01-26,0.29,365,14950
5993,Matsuri Loft House 1 stop to Shinjuku!,51486554,Shibuya Ku,35.68012,139.68251999999998,Entire home/apt,1,5,2020-03-16,1.7,264,23609
5994,//NEW OPEN// Cozy Sutudio room 8 min from station,205906665,Taito Ku,35.71678,139.78686000000002,Entire home/apt,2,0,,,156,8033
5995,"Newly built, VACATION INN HEIWAJIMA I, family",79786738,Ota Ku,35.57869,139.73734,Entire home/apt,2,0,,,247,25106
5996,Nishi-Ogikubo 1BR Type-A1 (SSH-A1) 4F,232851095,Suginami Ku,35.703990000000005,139.59775,Entire home/apt,6,16,2020-02-27,0.76,225,13046
5997,*ON SALE*(203)Nordic Modern/Direct to Haneda,105449773,Ota Ku,35.56085,139.71857,Entire home/apt,2,0,,,178,13071
5998,Sunny Apt faced PARK/Haneda Direct/WiFi/Shopping,230115838,Ota Ku,35.58572,139.73058999999998,Entire home/apt,2,9,2020-01-20,1.4,207,49968
5999,Goodtime 3F Best station Direct access to Tokyo,78040849,Kita Ku,35.78353,139.72002,Entire home/apt,2,4,2020-02-26,0.94,168,11924
6000,Harajuku st. to 10mins | 1bed Apartment,241780496,Shibuya Ku,35.67204,139.70949,Entire home/apt,30,6,2019-11-09,0.17,0,11677
6001,Ueno [Longcheng Garden] 1F 3 minutes from station,305196989,Taito Ku,35.714929999999995,139.78112,Entire home/apt,1,0,,,58,34823
6002,Shibuya-sta.5min walk/ Convenient,258890708,Shibuya Ku,35.65976,139.6967,Entire home/apt,2,14,2020-02-27,2.69,0,5014
6003,Shinjuku丨4min from station丨 wifi丨one-703,258103705,Shinjuku Ku,35.69474,139.69169,Entire home/apt,1,7,2020-02-25,1.39,179,15179
6004,Great Location !! Close to Shinjuku  Private house,260502861,Shibuya Ku,35.67548,139.67618000000002,Entire home/apt,1,102,2020-03-24,2.44,333,9995
6005,★Free Wi-Fi★ Near GINZA&TSUKIJI! 7-2t,260508434,Chuo Ku,35.66866,139.77865,Entire home/apt,1,49,2020-04-08,2.38,364,99989
6006,401 Walking distance to Tokyo Sky Tree and Asakusa,324761252,Sumida Ku,35.71278,139.8132,Entire home/apt,1,114,2020-02-17,2.64,273,19629
6007,3Min Sta/Sensoji Temble/Free Storage/3ppl#lilia403,174504697,Taito Ku,35.716359999999995,139.79922,Entire home/apt,3,1,2020-01-24,0.31,179,8219
6008,"M7 Near Tokyo Stn, Morishita 1min",198744417,Koto Ku,35.687059999999995,139.79947,Entire home/apt,1,50,2020-03-07,2.99,322,9901
6009,SHINAGAWA&ODAIBA3MIN! CLOSEST STN5MIN! 16PPL 5BDR!,45326126,Shinagawa Ku,35.61902,139.74538,Entire home/apt,1,84,2020-04-04,4.09,150,25037
6010,*New room Comfy&Quiet* 1 stop from Shinjuku,278414020,Shibuya Ku,35.67946,139.68645,Entire home/apt,2,0,,,0,9746
6011,Summer SALE 5min to station♪JapaneseRyokan -IN102,120507923,Shinjuku Ku,35.69008,139.68787,Private room,1,27,2020-02-21,1.33,343,19892
6012,5mins from JR Oji! Family room for 4 people,223957485,Kita Ku,35.7557,139.73905,Private room,1,15,2019-07-13,0.66,102,13012
6013,Asakusa 8min/ Skytree 5min/15ppl/WIFI / parking,320442576,Katsushika Ku,35.72967,139.83507,Entire home/apt,1,4,2020-03-21,2.22,120,9516
6014,★無料Wi-Fi､簡易ｷｯﾁﾝ完備★銀座･豊洲市場･ﾃﾞｨｽﾞﾆｰにｱｸｾｽ◎ 5-1t,16406686,Chuo Ku,35.66872,139.77807,Entire home/apt,1,1,2020-01-18,0.29,364,100068
6015,AMAIRO HOSTEL東向島(男性専用ﾌﾛｱｼｪｱﾙｰﾑ) 東向島駅徒歩4分 浅草駅約9分,195367617,Sumida Ku,35.72612,139.8192,Shared room,1,0,,,0,2992
6016,7 Min Sta. Cozy&Warm House  in Tokyo Shinjuku R101,213487134,Shinjuku Ku,35.70494,139.70238999999998,Entire home/apt,14,0,,,0,10014
6017,信濃屋敷,246911174,Katsushika Ku,35.72094,139.84835,Entire home/apt,1,5,2020-01-04,0.52,0,21593
6018,SHITAMACHI BASE/Quiet new apt.room102/skytree view,330583514,Sumida Ku,35.719590000000004,139.81139,Entire home/apt,1,40,2020-03-21,0.7,278,29996
6019,Asakusa town! - HOTEL LITTLE BIRD OKU-ASAKUSA 201,66680305,Taito Ku,35.72055,139.79539,Entire home/apt,1,2,2020-02-07,0.57,348,50119
6020,Elect Omotesando,278445388,Minato Ku,35.66038,139.71579,Entire home/apt,30,6,2019-04-30,0.25,245,22049
6021,"6-minute walk from Shimbashi Sta,Standard Double",245739130,Minato Ku,35.66749,139.75368999999998,Private room,1,2,2020-01-08,0.1,337,8016
6022,"ﾌﾀﾊﾞﾊｲﾂ201号室 · ﾌﾀﾊﾞﾊｲﾂ201号室 · 5 on foot Umeyashiki Sta.,16 min train to Haneda.",26386727,Ota Ku,35.56428,139.72603,Entire home/apt,3,3,2020-04-26,0.67,346,11942
6023,【仅限男性】SAMURAI STAY 住吉/住吉站6分钟步行/免费Wi-Fi,223093998,Koto Ku,35.68395,139.816,Shared room,1,0,,,246,4968
6024,3min to neareat St.★Female only★for 2 person~,195501603,Chiyoda Ku,35.697070000000004,139.77823999999998,Shared room,1,14,2018-11-25,0.58,0,9760
6025,New Villa In Shinjuku area for 2. 4mins to station,217141872,Shinjuku Ku,35.699290000000005,139.71066000000002,Entire home/apt,2,0,,,191,7969
6026,葵 AOI,171401706,Shinjuku Ku,35.69396,139.70783,Private room,1,0,,,93,14486
6027,"SH14 Train station 8-min walk,house in SHINJUKU-KU",147605429,Shinjuku Ku,35.70319,139.70627,Private room,1,21,2020-03-24,2.2,0,5609
6028,5min to STA! BEST STAY IN ASAKUSA/4ppl/4B,34622264,Taito Ku,35.71163,139.79097,Private room,1,0,,,0,16857
6029,Ueno 10 min JR Yamanote “Komagome Cozy room” 5F,251511140,Toshima Ku,35.7361,139.75009,Entire home/apt,7,5,2020-03-27,2.03,365,10839
6030,Family/7BEDS/Central apartment near Ikebukuro,165159056,Toshima Ku,35.725120000000004,139.71573999999998,Entire home/apt,4,2,2020-03-29,0.47,0,25288
6031,Roppongi arer.Narita 85 .Haneda 30 min(1 ~3 beds),278054062,Minato Ku,35.64741,139.73647,Private room,30,9,2019-07-29,0.15,365,5999
6032,3mins to st. cozy capsule hotel★Female only★,195501603,Chiyoda Ku,35.694959999999995,139.77815,Shared room,1,16,2018-12-25,0.55,0,5042
6033,"SAB5(F) near GINZA,TUKIJI,24H Super,and Owl cafe,",236746034,Chuo Ku,35.66203,139.7807,Private room,1,125,2020-02-09,3.91,1,2734
6034,Popular Asakusa★Only 2 minute★,211451580,Taito Ku,35.71719,139.79249,Entire home/apt,2,19,2020-03-16,2.98,179,20205
6035,bnb+TokyoTamachi Dormitory Hostel 港区,236770819,Minato Ku,35.64223,139.74872,Shared room,2,6,2019-03-24,0.28,194,3363
6036,Twin Room with a Bunk Bed for 2P☆G8-6,207693509,Adachi Ku,35.79029,139.82085,Private room,30,1,2018-09-01,0.05,83,1382
6037,3MINS WALK TO HIGASHI-SHINJUKU STA/2BRs/MAX6BEDS,2610437,Shinjuku Ku,35.69635,139.70716000000002,Entire home/apt,1,2,2020-02-19,0.85,365,22035
6038,"Large Japanese-room 46㎡ - Shinjuku, Shibuya",244470743,Shibuya Ku,35.68128,139.6768,Entire home/apt,1,37,2020-03-15,2.27,279,10271
6039,2F Sumo Town Ryogoku Renovated Apt!! /w elevator!,56000498,Sumida Ku,35.69506,139.79249,Entire home/apt,30,122,2020-03-14,2.36,162,7921
6040,【MONTHLY】1STA TO SHINJUKU! CITY CENTRAL 5LDK HOME!,112357817,Shinjuku Ku,35.69162,139.70883999999998,Entire home/apt,30,0,,,1,40416
6041,Asakusa Hostel/ 浅草/ 秋葉原/ 上野/ 新御徒町 徒歩移動可能 (301),61184736,Taito Ku,35.702259999999995,139.78243999999998,Private room,1,10,2020-02-20,0.82,119,5434
6042,送迎出来ます｡品川駅､五反田駅､大崎駅は1000円,162218189,Shinagawa Ku,35.61168,139.71631000000002,Entire home/apt,2,68,2020-03-25,1.29,325,11765
6043,Japan cultural SAMURAI room【侍】- Center of Shinjuku,241361985,Shinjuku Ku,35.69991,139.70537,Entire home/apt,2,54,2019-11-11,2.85,132,19492
6044,Shibuya&Ebisu|JR Yamanote 10min|50m2|WIFI|Max5|301,276743277,Shibuya Ku,35.652570000000004,139.70924,Entire home/apt,1,28,2020-04-26,2.58,66,16843
6045,5mins to Asakusa/7mins to Sta./freewifi/HK103,64593710,Sumida Ku,35.723040000000005,139.8234,Entire home/apt,1,11,2020-03-25,1.38,0,50005
6046,YADOYA Uguisu 301 Modern Family Type Hotel in Ueno,150672186,Taito Ku,35.72203,139.78117,Hotel room,1,16,2020-02-23,1.52,269,40169
6047,JP traditional house! Max10ppl! Near SensojiTemple,177290475,Katsushika Ku,35.72574,139.83996000000002,Entire home/apt,1,6,2020-03-23,0.95,175,9008
6048,3min Heiwajima Sta◇5ppl◇Nr Haneda Airport,144869822,Ota Ku,35.58045,139.73527,Entire home/apt,2,16,2020-03-17,2.59,155,50015
6049,"Near Ikebukuro,Up to 4 people,Shared toilet.",40665307,Itabashi Ku,35.74742,139.71195,Private room,1,5,2019-12-30,0.84,0,5187
6050,"【年初特价】新宿池袋银座涉谷上野秋叶原直达,成田机场直达,地铁步行5分(R501)",176014678,Arakawa Ku,35.72954,139.77546999999998,Entire home/apt,1,0,,,165,299949
6051,"2201B—— Big House near Asakusa, Ueno, sky-tree",51715435,Koto Ku,35.70264,139.82183999999998,Entire home/apt,1,22,2020-03-31,2.03,176,5993
6052,#301《両国》Holy Ground of 相撲 - Enjoy Cherryblossom,282683186,Sumida Ku,35.69955,139.80037,Entire home/apt,1,0,,,180,15013
6053,IZAKAYA & FOOD HEAVEN SANCHA TOKYO!,56000498,Setagaya Ku,35.64428,139.67274,Entire home/apt,30,176,2020-02-07,2.84,168,5974
6054,江戸町家の宿 両国庵202,110230403,Sumida Ku,35.694109999999995,139.80056000000002,Private room,1,96,2020-02-24,4.36,0,9091
6055,Twin Room with Private Bathroom,42898957,Taito Ku,35.71545,139.79285,Private room,1,0,,,286,7847
6056,Nr Skytree!/7mins to Akihabara/7mins to sta/LK402,6809418,Sumida Ku,35.69307,139.81075,Entire home/apt,1,16,2020-03-02,2.39,249,50058
6057,【ดีจังเฮ้าส์】Japanes style お寺の中のｹﾞｽﾄﾊｳｽolympic,324769049,Taito Ku,35.72141,139.76805,Private room,2,0,,,0,59994
6058,上野附近温馨独立公寓101室Ueno Nearby Cozy Apartment 101,223108784,Taito Ku,35.72589,139.78238000000002,Entire home/apt,7,3,2020-03-24,0.8,1,5247
6059,FreeWi-Fi◆Close to Minamisenju Station◆Twin room,200349143,Taito Ku,35.727709999999995,139.8002,Hotel room,1,0,,,63,5746
6060,Kame at Tama Ryokan,50085473,Shinjuku Ku,35.71321,139.7077,Private room,2,12,2019-06-06,0.32,335,8110
6061,Uhome Akihabara Hotel 5F,289325361,Chiyoda Ku,35.6957,139.77789,Hotel room,1,7,2020-02-29,0.6,5,900071
6062,6 min Sta. Very near Akihabara!!Good location/302,228162180,Bunkyo Ku,35.70528,139.76581000000002,Entire home/apt,2,45,2020-03-30,4.22,136,49993
6063,30min Shinjuku/Ginza/Asakusa+5m to station (2Bed R,255330391,Adachi Ku,35.766420000000004,139.77343,Entire home/apt,1,4,2020-02-08,0.41,268,12399
6064,"SO13 JRTrain station 5-min walk, house in SHINJUKU",147605429,Shinjuku Ku,35.70371,139.70507,Private room,1,2,2020-04-01,0.91,177,6105
6065,301 5Beds 3min Shinjuku★Free wifi/long discount,314600554,Shinjuku Ku,35.69248,139.72422,Entire home/apt,2,10,2020-01-29,0.76,216,19824
6066,"&5.Cozy Home APT Akibahara 7min walk,party room",304999208,Taito Ku,35.70472,139.77701000000002,Entire home/apt,1,17,2020-02-11,2.16,0,16007
6067,"Large room,Good location, 10 min from the St,8ppl",315476648,Nakano Ku,35.693000000000005,139.6774,Entire home/apt,1,7,2020-01-01,0.94,164,29988
6068,New single apartment without sharing any space,219973669,Itabashi Ku,35.76193,139.69926999999998,Entire home/apt,1,21,2020-01-03,1.37,149,6825
6069,Elegant Modern Apt. in Higashi-Shinjuku,327218845,Shinjuku Ku,35.69753,139.70535,Entire home/apt,1,11,2020-03-28,2.17,54,49864
6070,★2BR Cool Japan Style in Ikebukuro (Shinjuku9m),173962342,Toshima Ku,35.73608,139.70748999999998,Entire home/apt,2,33,2020-01-30,1.82,155,21439
6071,"3F3【For Male】 Ueno,5mins walk to Sta!!Free WiFi",188123234,Taito Ku,35.71482,139.78113000000002,Hotel room,1,9,2020-02-20,0.82,284,49862
6072,NO.1 close to Hamamatsucho Station!Phiten Twin room with Wifi&Handy  Smartphone,1160146,Minato Ku,35.658159999999995,139.75609,Private room,1,0,,,133,19941
6073,"Tomigaya Apt. near Shibuya, Harajuku, Omotesando",214203053,Shibuya Ku,35.66635,139.68833999999998,Entire home/apt,29,23,2020-03-08,0.74,365,24913
6074,"2 beds use in a shared mix dormitory, obi Hostel",160644380,Chuo Ku,35.690940000000005,139.78165,Hotel room,1,50,2020-04-01,2.22,332,6815
6075,Asakusabashi Sta.3min Family type special floor,227940751,Taito Ku,35.6973,139.78842,Private room,1,1,2019-11-18,0.18,20,12088
6076,HA2【SHINJUKU#NAKANO#GHIBURI】WIFI/3 MIN TO TRAIN!,37545792,Nakano Ku,35.70998,139.68895,Entire home/apt,1,21,2020-04-15,2.42,61,99987
6077,Room 102# 10 mins subway/No share house,219973669,Itabashi Ku,35.76221,139.70023999999998,Entire home/apt,1,23,2020-04-12,1.5,164,5970
6078,池袋站C6出口5分鐘 美食娛樂購物便利,208823022,Toshima Ku,35.73533,139.70982,Entire home/apt,1,31,2020-01-26,1.63,0,6436
6079,Direct to Roppongi♪Private Room♪Newly Built☆S24-8,207693509,Nerima Ku,35.762890000000006,139.61973,Private room,30,4,2020-04-15,0.21,83,1177
6080,Economy Single 3 with Breakfast(1guest),31936413,Shibuya Ku,35.655390000000004,139.69292,Private room,1,0,,,173,10169
6081,"东京山手线民宿306,近新宿､渋谷､池袋､銀座､秋葉原､上野",114995297,Toshima Ku,35.736,139.7341,Private room,1,15,2020-02-08,0.72,156,5916
6082,Ikebukuro woman domitory house.,289324961,Toshima Ku,35.72912,139.68551000000002,Shared room,1,1,2019-11-04,0.17,90,2022
6083,"NM21 Metro station 2-min, city center directly",147605429,Itabashi Ku,35.77613,139.63503,Entire home/apt,1,0,,,180,6020
6084,13MINS SHINJUKU/STUDIO #2/MAX 4ppl/FREE WIFI,2610437,Shinjuku Ku,35.71712,139.69348,Entire home/apt,1,17,2019-04-15,0.42,365,6799
6085,1mins to Asakusa/7mins to Sta./freewifi/TI402,44701299,Sumida Ku,35.712270000000004,139.80577,Entire home/apt,1,14,2020-02-11,2.55,260,50037
6086,21★*NEW* Cozy Colorful Studio in Central Shinjuku,41516927,Shinjuku Ku,35.69198,139.70769,Entire home/apt,30,20,2020-03-14,2.73,312,3170
6087,10min->station/14ppl Girl's Dorm/NoSmoke/2Beds,309408343,Koto Ku,35.68053,139.79294,Shared room,1,0,,,21,4612
6088,"#302/JR Metro Kinshicho Sta/Near Sky Tree,Asakusa",141622656,Sumida Ku,35.69871,139.81837,Entire home/apt,1,78,2020-03-22,3.5,334,7166
6089,Unique flat Secret Garden in Shinjuku / Free WiFi,194644352,Shinjuku Ku,35.70004,139.70643,Entire home/apt,1,17,2020-03-07,2.51,105,12278
6090,"全新公寓-池袋一室,免费WIFI 设施新,交通便利 美食聚集102",30807537,Toshima Ku,35.736340000000006,139.71085,Entire home/apt,1,0,,,88,5426
6091,N0.5  skytree徒歩3分､浅草寺徒歩15分､羽田成田空港 雷門 晴空塔  和服,230156826,Sumida Ku,35.710840000000005,139.81625,Private room,1,0,,,76,4409
6092,SafeCozyClean+1min to Metro SuperHostel 4Lady’sFQ2,240163052,Minato Ku,35.65553,139.74236000000002,Hotel room,1,1,2018-06-29,0.04,181,14046
6093,"Amazing!Nice room in Tokyo, 3mins to sta, Cozy!",4799233,Chuo Ku,35.67161,139.77053,Entire home/apt,1,29,2020-02-14,1.79,166,15064
6094,FreeWi-Fi◆Japanese-style single room,200349143,Taito Ku,35.72688,139.79955,Hotel room,1,2,2019-11-05,0.31,63,3623
6095,41★IKEBUKURO WEST AREA 7min walk JR STATION,228327679,Toshima Ku,35.73431,139.70866,Entire home/apt,1,10,2020-01-24,1.15,132,7459
6096,"Little Japan, 6 Female dormitory room, Tokyo",258131576,Taito Ku,35.70066,139.78411,Shared room,1,13,2020-02-22,0.61,319,3516
6097,2 min walk TAMACHI/MITA *3 BEDROOM*,293858465,Minato Ku,35.64735,139.74648,Entire home/apt,1,200,2020-03-28,4.34,342,9911
6098,Skytree New-Decorated room/Airport Directly II-304,291201242,Sumida Ku,35.70606,139.81517,Entire home/apt,3,7,2020-03-16,1.78,247,11112
6099,【MONTHLY】3 FLOOR 5 BEDROOMS HOUSE - NEAR STATION,305538000,Katsushika Ku,35.74918,139.86573,Entire home/apt,30,0,,,345,31899
6100,"Tokyo,Shinagawa 30 min train/Max 6people/Free WiFi",142907003,Sumida Ku,35.71434,139.81671,Entire home/apt,2,1,2020-02-13,0.39,56,7771
6101,"7 on foot Ueno sta.,新築物件,Wifi付,上野駅,101",26386727,Taito Ku,35.71784,139.78093,Entire home/apt,30,3,2020-04-17,0.57,365,11769
6102,传统日式榻榻米设计师公寓/徒步5分到达车站/免费无线网4楼,244637236,Toshima Ku,35.736,139.72651000000002,Entire home/apt,1,0,,,294,8828
6103,#202 SHIBUYA SHINJUKU 幡ヶ谷駅徒歩5分 観光ｼｮｯﾋﾟﾝｸﾞに便利!,244470743,Shibuya Ku,35.68078,139.6756,Entire home/apt,1,154,2020-01-30,3.3,197,4364
6104,【StaySakura Higashinippori】5min Sta☆Free  WIFI#801,225807277,Arakawa Ku,35.7264,139.77837,Private room,2,96,2020-03-24,5.22,150,3977
6105,匯家 KAIKE浅草 Asakusa Sensoji 10mins 3人间 折扣1,213268738,Taito Ku,35.72018,139.7985,Private room,3,7,2019-11-30,0.85,181,3723
6106,✤New Open!!!✤Asakusa 7mins✤wifi✤Max7✤1F,274602351,Taito Ku,35.713159999999995,139.79068,Entire home/apt,2,0,,,125,15861
6107,Nakano station 3 min walking! on Broadway!,63173718,Nakano Ku,35.707190000000004,139.66627,Entire home/apt,1,25,2020-03-16,1.25,0,12912
6108,3 mins to Shinjuku Sta! Cozy Apt  Free Wifi. #201,167448786,Shinjuku Ku,35.70074,139.69453,Entire home/apt,2,14,2020-04-03,2.58,261,9238
6109,H152  B【Reduction in Price】7min Shinjuku/10beds,205594720,Shibuya Ku,35.68349,139.69821000000002,Entire home/apt,1,3,2020-03-20,1.58,170,39950
6110,匯家 KAIKE浅草 三人 折扣优惠 Sensoji 10mins 10分钟浅草寺 成田 羽田直达2,213268738,Taito Ku,35.72108,139.79995,Private room,3,8,2020-01-01,0.94,343,3681
6111,Akihabara Nakagawa Inn 402,165921683,Taito Ku,35.7046,139.77424,Hotel room,1,3,2020-03-01,0.41,243,89922
6112,6min Akabane stiation/Free wifi/max 5 guests #102,103330095,Kita Ku,35.7734,139.71806999999998,Entire home/apt,1,17,2019-12-05,1.42,229,14951
6113,Near Shinjuku. 5 min to St. for 5 Guest!,201449327,Shinjuku Ku,35.69592,139.71763,Entire home/apt,29,73,2020-02-02,2.38,164,19972
6114,3Min Sta/Sensoji Temble/Free Storage #lilia401,174504697,Taito Ku,35.71832,139.80141,Entire home/apt,3,0,,,179,8373
6115,Cozy Vibes |RD| Loft room. Higashi-Shinjuku 5 mins,227093869,Shinjuku Ku,35.69892,139.71062,Entire home/apt,2,7,2019-10-09,0.46,343,10244
6116,Japanese Style TATAMI / Free WiFi in Shinjuku,320811007,Shinjuku Ku,35.70404,139.69529,Entire home/apt,1,13,2020-02-23,1.63,79,3104
6117,Executive Style Generous Flat @ Tokyo Tower,150299734,Minato Ku,35.65493,139.74541000000002,Entire home/apt,2,31,2020-04-11,1.47,87,30017
6118,Akibahara205·SkyTree/Asakusa/Ueno/AIRPORT,93569984,Taito Ku,35.70139,139.78088,Private room,1,1,2020-02-04,0.35,103,1943
6119,Shinjuku/ 3 min walk from station★projector #OH1-5,18289292,Shinjuku Ku,35.69215,139.70784,Entire home/apt,1,9,2020-01-19,1.63,60,6531
6120,"江户小屋欢迎大家来投宿!它位于东京新小岩车站7分钟,闹中取静,周边环境优美､便利｡欢迎Family｡",149767792,Edogawa Ku,35.71237,139.85779,Entire home/apt,2,19,2020-02-14,1.41,56,12002
6121,东京雅居民宿,76275071,Edogawa Ku,35.71857,139.88385,Private room,1,3,2019-11-03,0.42,89,9936
6122,NEW! !  (dorm room)4min to Sta. 14min Tokyo Sta.,207915193,Koto Ku,35.67391,139.79227,Shared room,1,25,2020-03-02,2.4,341,1791
6123,Vivid and accessible apt in Shibuya/Harajuku,259697958,Shibuya Ku,35.66402,139.69994,Entire home/apt,1,14,2020-03-07,1.93,40,149954
6124,Wonderfully Located 80sqm Flat in Harajuku,329462182,Shibuya Ku,35.66845,139.70498,Entire home/apt,2,177,2020-04-11,3.64,183,49814
6125,BLUE EMPIRE HOTEL @TRIPLE  ROOM - A,318664562,Shinjuku Ku,35.70125,139.69943999999998,Private room,1,1,2020-04-01,1.0,179,19711
6126,Room 303 shinjyuku area 大久保駅がら 5分 WIFI Free,44129333,Shinjuku Ku,35.70025,139.69474,Entire home/apt,1,0,,,86,13326
6127,匯家KAIKE 赤羽 双人间步行五分钟到赤羽站 短期开放3,213268738,Kita Ku,35.78087,139.72439,Private room,3,0,,,0,3009
6128,#2 Haneda & Shinagawa 6min / Free Wi-Fi,212553008,Ota Ku,35.56306,139.72621999999998,Entire home/apt,1,117,2020-03-30,2.82,341,3998
6129,【Great Location!】Near Shinjuku Sta./Japanese#301,160449736,Shibuya Ku,35.68163,139.70354,Entire home/apt,1,100,2020-03-23,2.4,85,15007
6130,0OPEN SALE/Shinjuku center/3mins to sta./kabukicho,230279374,Shinjuku Ku,35.70088,139.70498,Entire home/apt,1,0,,,255,10392
6131,✳︎Pika-chu House101✳︎2mins from JR Sta(with garden),286899472,Kita Ku,35.74592,139.74772,Entire home/apt,1,15,2020-02-26,3.04,152,6419
